elements_number,y_component_number,vector_length,temporary_size,vector_recompute,load_overlap,threads_number,lws_y,time_per_pixel
3,1,1,2,true,true,256,2,3.262420484933108e-10
3,3,2,4,true,false,64,16,1.6105831726087387e-09
3,3,4,4,true,true,64,8,1.4488234623314208e-09
2,2,1,4,true,true,128,4,1.6513785047396872e-10
1,1,1,2,true,true,64,4,4.079595128696768e-10
2,1,2,4,true,true,256,32,7.402086462199091e-10
2,2,2,4,true,false,256,2,3.361037017228329e-10
2,2,1,4,true,true,512,8,1.5967262308594169e-10
3,1,16,2,true,true,256,1,8.806316080329515e-10
1,1,4,4,true,true,32,1,1.1475837446770678e-09
4,2,16,2,true,true,512,16,8.179813936187719e-10
4,4,1,4,true,false,128,4,1.2676102950990663e-10
2,2,4,2,true,false,512,16,5.86745462637425e-10
2,1,16,4,true,true,128,64,1.0659611564110391e-08
4,4,2,4,true,false,32,16,2.870948493433858e-09
4,1,1,4,true,false,128,2,3.040330630232605e-10
2,1,1,2,true,false,256,8,2.685268189610002e-10
4,4,8,2,true,false,512,64,2.0709726710485375e-09
3,1,1,2,true,true,512,8,3.2958839545660916e-10
4,2,16,4,true,false,128,32,3.949668922692296e-09
4,1,2,4,true,false,256,4,3.0718412298832807e-10
3,3,1,4,true,false,64,4,2.2833447866240547e-10
3,1,16,2,true,false,256,1,8.779097240932788e-10
3,3,2,2,true,true,32,4,8.526757484006957e-10
3,1,2,2,true,true,64,4,5.459523680750345e-10
4,4,8,4,true,false,64,4,1.1065329452289337e-09
2,1,1,4,true,true,64,16,1.3843351975827048e-09
4,2,2,4,true,false,512,64,5.173563392210701e-10
1,1,16,2,true,false,128,32,1.0804118363695554e-08
4,1,1,4,true,false,128,64,2.325322119029952e-09
1,1,2,4,true,false,128,1,4.88406829815432e-10
4,1,8,2,true,true,512,512,6.499045553971245e-09
4,1,1,2,true,false,128,4,3.095982870376414e-10
3,1,4,2,true,true,32,16,3.0653808889775788e-09
2,2,16,2,true,false,128,16,4.0306337610265075e-09
3,3,8,4,true,true,256,128,8.452226396801724e-09
4,1,1,2,true,false,32,2,4.2650997329127657e-10
2,1,2,4,true,false,512,4,2.6859861493033373e-10
1,1,8,4,true,false,512,2,1.22789418801341e-09
1,1,2,2,true,false,64,64,1.0789029654141823e-08
4,1,1,2,true,false,128,2,3.057358119731987e-10
4,4,2,4,true,true,64,32,2.9683363427927656e-09
2,2,1,2,true,true,64,8,4.845711353209218e-10
4,4,16,2,true,true,256,32,3.530839493641411e-09
4,4,4,2,true,false,64,16,2.5251277239407407e-09
2,2,16,4,true,false,128,8,2.2633105862553133e-09
1,1,2,2,true,true,512,256,5.352467164278447e-09
4,4,2,2,true,true,128,4,2.664294345799694e-10
3,3,8,4,true,true,256,1,7.073679830658529e-10
4,4,16,2,true,false,128,16,3.2563223212596556e-09
4,4,1,2,true,false,128,2,1.2717581590795848e-10
4,1,8,4,true,false,128,64,3.3509003587401452e-09
4,4,16,4,true,false,512,128,7.407923322276205e-09
4,2,16,2,true,false,32,32,1.4976557391833196e-08
3,3,16,4,true,true,256,8,1.1706295609170273e-09
2,2,4,2,true,true,128,2,5.975502880187577e-10
3,3,4,2,true,true,128,4,5.140748959975932e-10
1,1,8,4,true,true,64,16,6.670879980611451e-09
3,1,16,4,true,true,256,1,8.738228914598721e-10
3,3,8,2,true,false,64,4,1.1912029561666905e-09
3,1,2,2,true,false,512,2,3.624301727657419e-10
1,1,2,4,true,false,128,4,4.896276823598054e-10
3,1,16,4,true,false,64,32,7.210632649635891e-09
3,1,4,4,true,false,512,64,8.878421967588286e-10
4,2,4,2,true,true,64,32,3.1969967563036087e-09
4,2,2,4,true,false,64,32,1.875408846596902e-09
4,2,1,2,true,true,256,8,1.812952413186625e-10
4,1,4,2,true,true,256,128,2.3255102701114456e-09
3,3,1,4,true,true,512,1,1.4018283144550602e-10
2,1,4,4,true,true,32,16,4.55070518110811e-09
4,2,2,4,true,false,128,32,9.61946632026366e-10
1,1,8,4,true,true,64,2,1.2930464679654055e-09
3,1,1,2,true,false,64,1,3.4076531162446164e-10
3,1,8,4,true,false,32,1,6.282272749068512e-10
3,1,1,2,true,true,512,512,5.343760670068664e-09
4,2,1,2,true,false,256,8,1.8118209581012721e-10
4,2,4,2,true,false,128,8,5.106854351921746e-10
2,2,8,2,true,true,32,32,1.8296578148281263e-08
3,1,1,4,true,true,256,256,5.315073107823567e-09
3,3,4,4,true,true,256,4,5.13603472411305e-10
4,2,8,2,true,true,128,64,4.650110066552391e-09
4,2,8,2,true,false,256,2,4.857937773749005e-10
2,2,1,2,true,false,32,32,3.6614093358670992e-09
4,1,8,4,true,true,256,64,1.7746602121793629e-09
3,3,8,4,true,false,128,4,7.437547833018563e-10
4,4,1,2,true,false,64,16,7.390227792038759e-10
1,1,16,4,true,true,512,1,1.989907228797561e-09
2,1,4,2,true,false,32,2,8.175441411765748e-10
4,1,1,2,true,true,32,2,4.280118338803037e-10
2,2,4,4,true,false,512,16,5.946801930765148e-10
1,1,2,4,true,true,512,128,2.7253812381689523e-09
4,1,2,4,true,true,128,2,3.06949144044968e-10
2,1,4,2,true,true,256,32,1.2558949930900142e-09
1,1,2,4,true,false,128,2,4.919658698159793e-10
2,1,2,2,true,true,128,16,7.292992310878205e-10
4,1,4,2,true,true,512,32,3.905514675147006e-10
2,2,2,2,true,true,32,2,6.683301805291665e-10
3,1,8,4,true,false,128,32,2.3269031040497787e-09
2,1,4,2,true,false,64,4,7.349639662192571e-10
3,3,2,4,true,false,512,128,1.7100058543295509e-09
2,2,16,2,true,false,512,16,1.4333287377823313e-09
3,3,1,4,true,false,32,16,1.5767611182189367e-09
3,3,4,2,true,true,256,16,8.151329540120786e-10
4,4,8,4,true,false,32,2,1.208598445516762e-09
4,2,4,4,true,true,256,1,3.449698028712555e-10
2,1,8,4,true,true,64,8,1.8457986666867846e-09
4,4,8,4,true,false,256,16,1.1078482608223023e-09
2,1,1,4,true,true,256,8,2.704463261183138e-10
4,1,8,4,true,false,64,8,9.810839538205286e-10
4,1,2,2,true,true,32,8,1.2191199727202909e-09
3,1,2,2,true,true,256,16,5.409614774390263e-10
4,2,8,2,true,false,512,32,7.411221990339615e-10
4,2,4,2,true,false,512,2,3.376629240417196e-10
2,1,8,2,true,true,512,16,6.91203186909208e-10
4,1,1,4,true,true,32,32,4.487796168030186e-09
3,3,16,2,true,false,512,32,2.227794316319814e-09
2,2,1,4,true,false,64,1,1.8842233456245058e-10
2,2,16,4,true,true,512,128,7.87377625426542e-09
4,2,8,4,true,false,512,256,4.84653598731559e-09
4,4,1,4,true,true,32,1,2.3185820444298273e-10
4,2,16,4,true,false,32,8,3.963047506369578e-09
4,2,2,4,true,false,512,8,1.8323411930202086e-10
4,2,8,2,true,false,256,1,4.932261683586966e-10
4,1,4,4,true,true,512,1,3.330572650182374e-10
4,4,2,4,true,false,256,4,2.785206246157194e-10
2,1,8,4,true,true,512,128,3.383972059307327e-09
2,1,4,4,true,false,32,16,4.554883077490166e-09
2,1,1,2,true,true,512,8,2.652938206682403e-10
1,1,1,4,true,false,256,256,5.3080405257166606e-09
3,3,4,4,true,false,64,2,5.281437449808802e-10
2,2,16,4,true,true,256,128,1.5307943915392694e-08
4,2,4,4,true,false,512,512,6.432168779031196e-09
1,1,2,2,true,true,256,8,4.890804160650383e-10
2,1,1,4,true,true,64,2,2.883844427592023e-10
2,1,1,4,true,false,32,1,4.2116425999525273e-10
2,1,16,2,true,false,64,2,1.1719125294566944e-09
3,1,8,2,true,false,64,1,5.704858417178449e-10
3,3,4,4,true,true,512,16,5.003481904393009e-10
4,2,8,2,true,true,512,8,4.863040552888453e-10
4,2,16,2,true,false,128,32,3.936587786874235e-09
1,1,16,2,true,true,512,4,1.9716361217992747e-09
2,2,2,4,true,false,256,128,3.700525642121527e-09
2,2,8,2,true,true,256,128,9.264386521277405e-09
2,2,4,4,true,true,512,32,9.309109797732083e-10
2,2,8,4,true,false,512,2,8.453891197604241e-10
1,1,2,4,true,true,256,8,4.839563715916996e-10
3,3,1,4,true,true,128,64,1.5833815106936235e-09
3,1,1,4,true,true,256,8,3.31274954063995e-10
4,1,16,2,true,false,64,64,1.0606462211463225e-08
4,4,2,4,true,false,256,64,1.4882003184005159e-09
2,1,8,4,true,false,64,32,6.637192654614913e-09
4,4,4,2,true,false,128,1,4.700443211814468e-10
3,1,8,4,true,false,512,1,5.694665330399372e-10
4,2,4,2,true,false,64,2,3.441908810176066e-10
1,1,2,2,true,false,64,8,1.4199939239771777e-09
4,4,4,2,true,false,512,512,1.1274630767743329e-08
2,2,16,2,true,true,64,16,7.74220942690919e-09
2,2,16,4,true,false,512,32,2.2517810693088425e-09
4,2,2,4,true,true,32,2,3.417802084880755e-10
2,1,16,2,true,false,128,128,2.0994459831663806e-08
2,2,16,2,true,false,64,32,1.519954273270636e-08
2,1,2,4,true,false,32,16,2.6769643896644853e-09
2,1,4,4,true,false,256,64,2.361903983273197e-09
2,1,2,4,true,false,256,256,5.31067496726236e-09
3,3,4,2,true,true,256,64,2.7586361816462113e-09
3,1,4,2,true,true,256,256,5.979535136409559e-09
3,3,2,4,true,true,128,2,2.9677550269646176e-10
4,1,16,4,true,true,64,16,2.8780660897551772e-09
4,2,4,4,true,false,512,16,3.3896006740855816e-10
3,1,8,2,true,true,32,4,1.3203889777015383e-09
3,3,2,2,true,false,512,128,1.7075501742721584e-09
3,3,1,4,true,false,32,4,4.3809940367866996e-10
3,3,16,4,true,false,64,1,1.5783295855015781e-09
2,1,1,2,true,true,64,8,7.37570392418297e-10
3,1,16,4,true,false,64,16,3.763201908198573e-09
3,1,8,4,true,false,256,128,4.423198639115117e-09
3,1,4,4,true,false,512,32,5.408553572925797e-10
3,3,1,2,true,false,128,2,1.3821959499684815e-10
3,3,16,4,true,false,128,4,1.2138247143747446e-09
3,1,8,4,true,false,256,256,8.639738345598501e-09
4,4,16,2,true,true,32,4,3.3218099357030853e-09
4,4,2,4,true,false,512,4,2.7148674516846866e-10
1,1,1,2,true,false,64,32,2.685138552496558e-09
4,4,4,4,true,false,128,64,5.0238550662575485e-09
4,1,4,4,true,false,256,16,3.918290780827786e-10
3,1,16,4,true,true,512,16,8.909101687129607e-10
2,2,4,2,true,false,64,8,1.686125518686058e-09
3,1,2,4,true,false,512,8,3.7181671045803905e-10
2,1,8,4,true,true,32,4,1.869700483280981e-09
2,1,16,2,true,false,512,16,1.1218108059136971e-09
2,2,8,2,true,false,512,4,8.426879466495319e-10
4,2,16,4,true,false,512,1,8.719292722797856e-10
1,1,1,4,true,true,512,4,2.337305085870165e-10
4,2,8,4,true,false,256,2,4.863645125939131e-10
1,1,2,2,true,true,64,4,7.938697644461857e-10
2,2,16,4,true,true,32,4,4.130895418568008e-09
4,2,2,4,true,false,256,2,1.9190335151902045e-10
4,1,16,2,true,true,512,2,7.614654336746583e-10
4,2,1,4,true,true,128,1,1.9089236721067215e-10
4,2,16,4,true,false,64,16,3.975259615309796e-09
3,1,2,2,true,false,32,4,9.189312008379926e-10
4,2,4,4,true,true,256,128,3.1744101268211507e-09
4,1,2,4,true,true,128,8,3.928072882801374e-10
2,1,4,4,true,false,32,32,8.948905465675023e-09
2,1,8,2,true,false,512,16,6.86483425057645e-10
3,3,8,2,true,false,512,256,8.916340969245974e-09
4,1,2,2,true,false,512,32,3.9487615471204723e-10
2,1,4,2,true,true,512,128,2.3566171726814483e-09
3,3,4,2,true,true,128,16,1.4376920962960557e-09
4,2,16,2,true,true,128,4,7.664362037360009e-10
3,3,1,4,true,false,64,1,1.552196576690794e-10
4,2,1,4,true,true,512,4,1.8969894186578793e-10
4,4,16,4,true,true,256,32,3.5402364825994347e-09
2,1,2,4,true,false,512,32,4.162560039435552e-10
3,1,1,4,true,true,32,8,1.4485016206573738e-09
2,1,1,2,true,false,128,1,2.706272005233218e-10
4,2,1,4,true,true,128,4,1.9419669214112693e-10
4,1,4,4,true,true,512,32,3.9139294250850927e-10
4,4,2,2,true,false,512,1,2.6520468345898e-10
2,2,16,2,true,true,128,32,7.685234677861642e-09
3,3,16,2,true,false,128,64,1.3409358825850267e-08
1,1,1,2,true,false,128,1,2.3007589966273518e-10
4,1,1,2,true,false,256,1,3.081462724382139e-10
4,4,1,4,true,false,128,64,1.4868817449150758e-09
2,2,8,4,true,true,128,16,2.473624709191658e-09
4,4,2,2,true,true,128,64,2.9114929589145225e-09
4,4,2,2,true,false,512,512,6.500286777625348e-09
4,1,16,2,true,false,512,32,1.0083321117048185e-09
3,3,8,2,true,true,128,128,1.6688281284880176e-08
3,1,1,4,true,false,512,4,3.317527022300937e-10
4,4,2,4,true,true,32,32,5.679443120047949e-09
3,1,4,4,true,false,32,2,5.797758877673579e-10
2,1,4,4,true,true,64,64,9.045126047597317e-09
4,1,2,4,true,true,256,4,3.0650159505481126e-10
3,1,16,4,true,true,256,16,1.2571510528548268e-09
4,1,4,4,true,false,64,4,3.961087067260586e-10
4,4,1,2,true,true,512,512,3.289805837448799e-09
3,3,16,2,true,true,64,4,1.9715235367625473e-09
3,3,16,4,true,false,512,16,1.519954185585179e-09
4,4,4,4,true,false,128,8,7.494720168887674e-10
4,1,8,4,true,true,256,16,5.981350960900857e-10
3,3,4,2,true,false,512,2,5.000838127633135e-10
4,4,4,4,true,true,512,16,4.616137883478985e-10
3,1,4,2,true,false,32,32,5.972578327141106e-09
4,4,4,4,true,true,256,32,1.3353873569258921e-09
1,1,8,2,true,true,512,32,1.9346066528222778e-09
4,4,2,2,true,false,512,16,2.5997816183425464e-10
3,1,2,4,true,false,256,256,5.9853233359661646e-09
1,1,4,2,true,true,512,64,2.3771843564339866e-09
4,4,2,2,true,false,256,2,2.61636853995077e-10
3,1,2,4,true,false,512,1,3.8258400531608855e-10
1,1,8,2,true,false,64,8,3.4995246615120973e-09
3,3,1,4,true,false,32,1,2.6048660381846423e-10
1,1,1,2,true,false,128,64,2.6691271011877434e-09
2,1,1,4,true,false,256,128,2.6925791877403913e-09
4,4,8,2,true,false,512,32,1.1290815930487402e-09
1,1,2,4,true,false,32,2,9.802179794686902e-10
3,3,1,4,true,false,256,128,1.6532898564304574e-09
2,2,1,2,true,true,256,256,3.726928348244261e-09
3,1,4,2,true,false,256,2,3.662993117089833e-10
4,1,2,2,true,true,128,128,4.490271256526457e-09
4,2,1,4,true,true,512,512,3.775437208747342e-09
4,2,16,2,true,true,64,32,7.667084354461415e-09
1,1,4,4,true,false,64,32,9.098204275412101e-09
3,3,4,2,true,false,128,4,5.127200591283311e-10
3,1,4,2,true,true,64,64,6.030433365433501e-09
4,4,8,2,true,false,256,256,1.651539709367904e-08
2,1,4,4,true,false,512,64,1.2423998107518773e-09
2,1,8,2,true,true,32,8,3.4137665059036422e-09
4,1,1,2,true,false,64,2,3.079278489510651e-10
4,4,4,2,true,false,256,128,5.228300228292215e-09
2,1,16,4,true,true,64,16,5.5141515795226105e-09
4,1,1,2,true,true,512,8,3.0731705112386866e-10
2,1,1,2,true,true,32,32,5.298065071315386e-09
4,4,4,4,true,false,64,16,2.529817200432906e-09
2,1,16,4,true,true,64,8,2.968902228216334e-09
3,1,1,4,true,false,512,16,3.327574567896736e-10
3,3,8,2,true,false,256,256,1.7098046982811485e-08
4,2,2,4,true,true,128,32,9.603686989774944e-10
1,1,1,2,true,false,64,8,7.097221672527608e-10
3,1,2,4,true,false,64,32,3.0817825279035496e-09
3,1,16,2,true,true,128,2,8.931119198369268e-10
2,1,1,2,true,true,32,2,5.041527954507022e-10
4,4,1,2,true,true,32,16,1.4369705448549314e-09
2,1,8,4,true,true,64,2,7.217855525635176e-10
1,1,4,4,true,true,256,8,8.4155325668425e-10
4,4,8,2,true,false,256,32,1.9937754340926554e-09
1,1,1,2,true,true,32,1,5.825783138387717e-10
4,1,8,4,true,true,64,4,6.00521477415813e-10
2,2,4,4,true,true,512,16,5.939323937435404e-10
2,1,4,4,true,false,256,256,8.961127422728411e-09
1,1,2,2,true,true,128,8,7.806087419817886e-10
4,4,1,4,true,true,512,16,1.274309321303345e-10
1,1,8,2,true,true,512,4,1.2303656253547157e-09
2,1,8,2,true,true,64,1,8.100907153285818e-10
2,1,16,2,true,true,256,2,1.148504885243124e-09
3,1,1,2,true,true,64,8,8.005948067970841e-10
4,2,2,2,true,false,128,1,1.868189275281145e-10
2,2,16,4,true,false,256,8,1.3836884712265296e-09
1,1,16,4,true,false,64,1,2.256742460406884e-09
2,1,8,2,true,false,256,128,6.569029632865752e-09
3,3,8,4,true,true,256,16,1.1867740377523962e-09
3,1,1,4,true,true,32,4,8.187753383435587e-10
2,1,2,4,true,true,128,2,2.725632366096308e-10
4,4,2,4,true,true,64,64,6.188342216997722e-09
4,4,4,4,true,true,128,1,4.775741523498753e-10
3,1,1,2,true,false,128,4,3.2930138499423125e-10
1,1,8,2,true,false,64,64,2.642327418571441e-08
4,4,1,2,true,true,512,2,1.2699817164339916e-10
4,4,1,4,true,true,32,2,2.8711908698548084e-10
4,4,1,4,true,false,512,64,4.099824263239029e-10
1,1,4,2,true,false,128,128,1.7927586310011333e-08
2,2,2,4,true,true,256,32,9.900903790296473e-10
4,4,2,2,true,true,128,1,2.6628818190563603e-10
3,3,1,4,true,false,256,32,4.215263894486149e-10
3,1,2,4,true,false,32,2,5.805211208999643e-10
4,2,8,4,true,false,128,8,7.502378486239512e-10
2,1,1,4,true,false,64,16,1.3852507547093375e-09
3,1,2,2,true,false,256,32,8.978155670887429e-10
3,1,1,4,true,false,64,1,3.418434750532764e-10
4,4,16,4,true,true,128,16,3.266877665131667e-09
4,4,16,4,true,false,512,8,1.5779954077289491e-09
1,1,4,4,true,true,128,64,9.055320507733476e-09
4,1,16,4,true,true,32,2,1.0265827614321159e-09
3,3,8,2,true,true,512,16,7.265928350912102e-10
2,1,16,2,true,false,32,1,1.3297299467471483e-09
2,1,2,4,true,true,128,64,2.6829046498350376e-09
2,2,4,2,true,false,64,16,3.2218377763464886e-09
4,1,2,2,true,true,128,8,3.8919646322634856e-10
1,1,1,2,true,false,512,8,2.335703654038155e-10
3,1,16,4,true,false,128,1,8.839305523126915e-10
3,1,2,2,true,false,32,16,3.0635426483737976e-09
3,1,8,2,true,true,32,1,6.414558872923989e-10
2,1,4,4,true,false,64,64,9.049722895839534e-09
4,1,4,2,true,false,512,16,3.1410511069803094e-10
2,2,2,4,true,false,128,2,3.4193320476948775e-10
3,1,2,2,true,true,512,256,3.0639440286202264e-09
2,2,2,4,true,true,256,8,3.362966165213952e-10
2,1,16,2,true,true,256,1,1.1681083260960181e-09
4,1,8,4,true,false,32,8,1.7907575100423016e-09
2,1,4,2,true,false,256,1,4.824120037421795e-10
4,4,8,2,true,false,128,1,6.806522739468446e-10
1,1,8,2,true,true,64,4,2.010133484882586e-09
2,1,4,2,true,true,32,16,4.548314414629941e-09
2,1,4,4,true,false,128,16,1.257962182271086e-09
2,1,16,4,true,true,256,1,1.1609372508989905e-09
1,1,4,2,true,false,256,128,9.040338203879188e-09
3,1,16,2,true,true,256,16,1.2552110148562467e-09
3,3,16,2,true,false,512,512,3.5772856417021504e-08
4,2,2,4,true,true,128,4,1.8610583570629744e-10
2,2,8,4,true,false,64,32,9.302273300353521e-09
2,1,8,2,true,true,64,16,3.4054634275909143e-09
3,1,1,4,true,true,512,1,3.3982527139165877e-10
3,1,8,4,true,true,512,32,7.852756310558144e-10
4,2,1,4,true,false,512,128,9.735892191056438e-10
4,4,8,2,true,true,128,128,1.6035423766737205e-08
1,1,4,4,true,false,128,4,8.484976546461622e-10
2,1,1,2,true,true,128,4,2.7186795193421983e-10
2,1,2,4,true,false,64,1,2.835339110781279e-10
3,1,8,2,true,false,32,1,6.405743027997892e-10
3,1,2,2,true,false,512,256,3.0659440074018966e-09
3,1,16,4,true,true,64,16,3.768605966854857e-09
4,4,16,2,true,true,32,8,6.182951035321201e-09
4,4,2,4,true,false,256,2,2.7626391660795846e-10
2,1,4,4,true,false,512,512,8.95856254143787e-09
4,1,16,2,true,false,128,128,1.051786184312012e-08
2,1,8,4,true,false,256,256,1.2949688093253465e-08
3,1,4,2,true,false,128,16,8.929194195631648e-10
2,2,8,4,true,false,256,2,8.560617522667111e-10
1,1,4,2,true,true,512,4,8.173062224422347e-10
4,1,4,4,true,true,128,64,2.3267683136650672e-09
3,3,8,2,true,true,512,512,1.844254148375104e-08
3,3,2,2,true,true,256,256,6.627280417728789e-09
3,3,16,2,true,true,512,8,1.240905041852837e-09
2,2,8,2,true,true,32,4,2.5002149200460644e-09
2,1,4,4,true,true,32,8,2.375943883721294e-09
2,1,8,4,true,false,32,32,1.2970955890563815e-08
4,4,16,2,true,true,64,64,2.7266758314819678e-08
2,2,1,4,true,true,128,64,1.8535144116895093e-09
2,2,1,4,true,true,256,16,2.663547888247595e-10
3,1,8,2,true,true,512,8,5.460574469138504e-10
4,1,16,2,true,false,512,256,5.404245390521666e-09
4,4,1,2,true,true,64,4,2.1664741696664743e-10
2,1,4,4,true,false,512,16,4.637623676438971e-10
2,2,8,4,true,false,64,2,8.714292932695791e-10
1,1,2,2,true,true,32,8,2.7153199581530156e-09
2,2,4,4,true,false,64,2,6.207152088175263e-10
4,2,4,2,true,false,32,4,8.916826033636132e-10
3,3,1,4,true,true,32,1,2.6415624388594764e-10
3,3,2,2,true,true,32,1,4.1876561450267265e-10
3,3,8,2,true,true,64,4,1.1905393083891277e-09
4,4,2,4,true,false,256,16,4.376735942487479e-10
1,1,4,4,true,true,64,4,1.3718869737668633e-09
4,1,2,2,true,false,512,256,2.327562033290309e-09
4,1,1,4,true,true,512,256,2.3297403185004477e-09
4,2,16,2,true,true,32,8,3.9589712319086725e-09
1,1,16,2,true,true,32,2,3.4051299982455427e-09
4,2,2,4,true,true,32,4,5.202540508228274e-10
2,1,8,2,true,false,256,4,7.035761765628527e-10
4,1,8,2,true,true,32,1,4.952281701779641e-10
2,1,1,4,true,true,64,4,4.2787553910446786e-10
2,1,16,4,true,true,512,128,5.4389259476276165e-09
2,1,2,4,true,false,32,32,5.298926554269434e-09
3,3,16,4,true,true,64,2,1.2053736831789353e-09
1,1,8,2,true,false,64,32,1.3206682693481782e-08
3,1,8,4,true,false,64,4,7.976758408470276e-10
3,1,1,2,true,false,64,2,3.3804343419616806e-10
4,4,16,2,true,false,256,1,1.6910498520080602e-09
3,1,4,2,true,false,64,2,3.80457668543591e-10
2,2,1,2,true,false,512,2,1.5702331374107086e-10
2,2,8,2,true,true,256,256,1.8540104945626437e-08
2,1,4,2,true,true,256,128,4.557828059336348e-09
4,2,1,4,true,true,32,4,5.240970368440486e-10
3,1,16,4,true,false,64,1,9.383094158877522e-10
1,1,2,4,true,true,256,32,1.4306159444278658e-09
3,3,8,4,true,true,32,8,4.0685586590380035e-09
4,4,8,4,true,false,512,2,7.204810269012095e-10
3,3,8,2,true,false,128,8,1.1850177659743933e-09
1,1,4,2,true,false,32,1,1.2124486660110335e-09
2,1,16,2,true,true,128,128,2.0998065406036934e-08
3,3,2,2,true,false,256,1,2.864862779501291e-10
2,1,1,4,true,false,512,4,2.6525769888257563e-10
2,2,8,4,true,true,32,1,1.0689039369167336e-09
